model,family,benchmark,score,source,sample_weight,pred_Scale,abs_err_Scale,pred_Scale+Arch,abs_err_Scale+Arch,pred_Scale+Recipe,abs_err_Scale+Recipe,pred_Full,abs_err_Full,prediction,residual,abs_residual,sq_residual,residual_sign,thinking,tools_allowed,reasoning_effort,release_year_norm,source_detail
Claude-Opus-4,Claude,GPQA_Diamond,79.6,cross_report,0.85,82.11509930993766,2.5150993099376677,81.25374447550348,1.653744475503487,81.86337842297593,2.263378422975933,79.50039245433157,0.09960754566841956,79.50039245433157,0.09960754566841956,0.09960754566841956,0.009921663154086288,underpredicted,on,no,standard,3.4200000000000728,"Google Gemini 2.5 report, Tables 3-4, https://storage.googleapis.com/deepmind-media/gemini/gemini_v2_5_report.pdf"
Claude-Opus-4,Claude,LiveCodeBench,51.1,cross_report,0.85,72.98261709238065,21.88261709238065,72.37631730959161,21.27631730959161,75.18877481316534,24.088774813165337,73.08980108998897,21.989801089988966,73.08980108998897,-21.989801089988966,21.989801089988966,483.5513519772799,overpredicted,on,no,standard,3.4200000000000728,"Google Gemini 2.5 report, Tables 3-4, https://storage.googleapis.com/deepmind-media/gemini/gemini_v2_5_report.pdf"
Claude-Sonnet-4,Claude,GPQA_Diamond,75.4,cross_report,0.85,78.98501917684128,3.5850191768412714,78.59532147168518,3.195321471685176,77.05963016977196,1.6596301697719582,74.00460207176182,1.3953979282381823,74.00460207176182,1.3953979282381823,1.3953979282381823,1.9471353781314114,underpredicted,on,no,standard,3.4200000000000728,"Google Gemini 2.5 report, Tables 3-4, https://storage.googleapis.com/deepmind-media/gemini/gemini_v2_5_report.pdf"
Claude-Sonnet-4,Claude,LiveCodeBench,48.9,cross_report,0.85,68.86034488231876,19.960344882318758,68.94020759219636,20.04020759219636,69.28055686146095,20.380556861460953,66.59747184508598,17.69747184508598,66.59747184508598,-17.69747184508598,17.69747184508598,313.2005097076109,overpredicted,on,no,standard,3.4200000000000728,"Google Gemini 2.5 report, Tables 3-4, https://storage.googleapis.com/deepmind-media/gemini/gemini_v2_5_report.pdf"
DeepSeek-R1,DeepSeek,AIME_2024,79.8,official,1.0,62.26620839857529,17.53379160142471,63.66356250612433,16.13643749387567,83.03937198246835,3.239371982468356,78.75273375719847,1.047266242801527,78.75273375719847,1.047266242801527,1.047266242801527,1.0967665833116267,underpredicted,on,unknown,standard,3.099999999999909,"DeepSeek-R1 paper arxiv:2501.12948, Tables 3-4"
DeepSeek-R1,DeepSeek,GPQA_Diamond,71.5,official,1.0,51.36998402905536,20.13001597094464,54.22899747907651,17.27100252092349,74.0932845971894,2.5932845971893954,69.39607623644069,2.103923763559308,69.39607623644069,2.103923763559308,2.103923763559308,4.426495202869564,underpredicted,on,unknown,standard,3.099999999999909,"DeepSeek-R1 paper arxiv:2501.12948, Tables 3-4"
DeepSeek-R1,DeepSeek,HumanEval,96.3,official,1.0,75.25835606073197,21.041643939268027,77.0356649829805,19.26433501701949,95.12767699209284,1.1723230079071527,93.72394577519653,2.576054224803471,93.72394577519653,2.576054224803471,2.576054224803471,6.636055369127812,underpredicted,on,unknown,standard,3.099999999999909,"DeepSeek-R1 paper arxiv:2501.12948, Tables 3-4"
DeepSeek-R1,DeepSeek,IFEval,83.3,official,1.0,85.90615004306699,2.6061500430669895,85.869671781142,2.569671781142006,95.1708482143913,11.870848214391302,93.13162335096632,9.831623350966325,93.13162335096632,-9.831623350966325,9.831623350966325,96.6608177152663,overpredicted,on,unknown,standard,3.099999999999909,"DeepSeek-R1 paper arxiv:2501.12948, Tables 3-4"
DeepSeek-R1,DeepSeek,LiveCodeBench,65.9,official,1.0,38.328901252172315,27.57109874782769,41.731334657239636,24.16866534276037,65.75533222651963,0.14466777348037851,61.36140396881661,4.5385960311833955,61.36140396881661,4.5385960311833955,4.5385960311833955,20.59885393427367,underpredicted,on,unknown,standard,3.099999999999909,"DeepSeek-R1 paper arxiv:2501.12948, Tables 3-4"
DeepSeek-R1,DeepSeek,MATH,97.3,official,1.0,62.214997319044706,35.08500268095529,64.35382035692646,32.946179643073535,91.22888267649239,6.0711173235076075,88.7885572670616,8.511442732938391,88.7885572670616,8.511442732938391,8.511442732938391,72.44465739608975,underpredicted,on,unknown,standard,3.099999999999909,"DeepSeek-R1 paper arxiv:2501.12948, Tables 3-4"
DeepSeek-R1,DeepSeek,MBPP,84.6,official,1.0,75.09684316262239,9.503156837377603,76.8235765781986,7.776423421801397,95.27215384238258,10.672153842382585,93.88387503134278,9.283875031342788,93.88387503134278,-9.283875031342788,9.283875031342788,86.19033559759005,overpredicted,on,unknown,standard,3.099999999999909,"DeepSeek-R1 paper arxiv:2501.12948, Tables 3-4"
DeepSeek-R1,DeepSeek,MMLU,90.8,official,1.0,74.349259431052,16.450740568947992,76.70517920852932,14.094820791470681,92.38329059616451,1.5832905961645167,90.60209876166675,0.19790123833324458,90.60209876166675,0.19790123833324458,0.19790123833324458,0.03916490013383167,underpredicted,on,unknown,standard,3.099999999999909,"DeepSeek-R1 paper arxiv:2501.12948, Tables 3-4"
DeepSeek-R1,DeepSeek,MMLU_Pro,84.0,official,1.0,62.24395539069244,21.75604460930756,63.92874757045178,20.071252429548217,83.1193870203556,0.8806129796443969,79.09810820006903,4.901891799930965,79.09810820006903,4.901891799930965,4.901891799930965,24.028543218230435,underpredicted,on,unknown,standard,3.099999999999909,"DeepSeek-R1 paper arxiv:2501.12948, Tables 3-4"
DeepSeek-R1-0528,DeepSeek,AIME_2024,91.4,official,1.0,62.26620839857529,29.13379160142472,63.66356250612433,27.736437493875677,86.27999665353981,5.120003346460194,81.2913763914152,10.108623608584807,81.2913763914152,10.108623608584807,10.108623608584807,102.18427126003813,underpredicted,on,unknown,standard,3.4200000000000728,DeepSeek-R1-0528 HF model card (May 2025)
DeepSeek-R1-0528,DeepSeek,GPQA_Diamond,81.0,cross_report,0.85,47.80288440507895,33.19711559492105,49.12295924547724,31.87704075452276,75.81541627510929,5.1845837248907145,64.21804360709359,16.78195639290641,64.21804360709359,16.78195639290641,16.78195639290641,281.6340603734123,underpredicted,on,no,standard,3.4200000000000728,"Google Gemini 2.5 report, Tables 3-4, https://storage.googleapis.com/deepmind-media/gemini/gemini_v2_5_report.pdf"
DeepSeek-R1-0528,DeepSeek,LiveCodeBench,70.5,cross_report,0.85,35.01532776987803,35.48467223012197,36.85453293876889,33.64546706123111,67.7907804930766,2.7092195069234037,55.69191292413,14.808087075869999,55.69191292413,14.808087075869999,14.808087075869999,219.27944284654808,underpredicted,on,no,standard,3.4200000000000728,"Google Gemini 2.5 report, Tables 3-4, https://storage.googleapis.com/deepmind-media/gemini/gemini_v2_5_report.pdf"
DeepSeek-R1-0528,DeepSeek,MATH,97.3,official,1.0,62.214997319044706,35.08500268095529,64.35382035692646,32.946179643073535,93.03598424067604,4.264015759323954,90.27616573076372,7.023834269236275,90.27616573076372,7.023834269236275,7.023834269236275,49.334247841697874,underpredicted,on,unknown,standard,3.4200000000000728,DeepSeek-R1-0528 HF model card (May 2025)
DeepSeek-V3,DeepSeek,AIME_2024,39.2,official,1.0,61.61072417098275,22.410724170982746,63.81432805554147,24.61432805554147,65.56287627252271,26.362876272522712,68.12662043690214,28.92662043690214,68.12662043690214,-28.92662043690214,28.92662043690214,836.7493699006046,overpredicted,na,unknown,standard,2.9500000000000455,"DeepSeek-V3 tech report arxiv:2412.19437, Table 5 (chat)"
DeepSeek-V3,DeepSeek,GPQA_Diamond,59.1,official,1.0,60.4894235610463,1.3894235610463,63.63672187884903,4.536721878849029,62.60944763026915,3.5094476302691504,69.25412856692087,10.154128566920868,69.25412856692087,-10.154128566920868,10.154128566920868,103.10632695355844,overpredicted,na,unknown,unknown,2.9500000000000455,"DeepSeek-V3 tech report arxiv:2412.19437, Table 5 (chat)"
DeepSeek-V3,DeepSeek,HumanEval,82.6,official,1.0,75.25835606073197,7.341643939268025,77.0356649829805,5.564335017019488,84.59244388100178,1.9924438810017904,87.96668831928689,5.366688319286894,87.96668831928689,-5.366688319286894,5.366688319286894,28.801343516370384,overpredicted,na,unknown,unknown,2.9500000000000455,"DeepSeek-V3 tech report arxiv:2412.19437, Table 5 (chat)"
DeepSeek-V3,DeepSeek,IFEval,86.1,official,1.0,85.90615004306699,0.19384995693300766,85.869671781142,0.23032821885799137,84.71396257350212,1.3860374264978788,86.90691299394616,0.8069129939461703,86.90691299394616,-0.8069129939461703,0.8069129939461703,0.6511085797991724,overpredicted,na,unknown,unknown,2.9500000000000455,"DeepSeek-V3 tech report arxiv:2412.19437, Table 5 (chat)"
DeepSeek-V3,DeepSeek,LiveCodeBench,40.5,official,1.0,28.857636121721807,11.642363878278193,32.94149906008925,7.558500939910751,33.15114306193511,7.348856938064891,42.43192477907176,1.9319247790717569,42.43192477907176,-1.9319247790717569,1.9319247790717569,3.7323333519914565,overpredicted,na,unknown,unknown,2.9500000000000455,"DeepSeek-V3 tech report arxiv:2412.19437, Table 5 (chat)"
DeepSeek-V3,DeepSeek,MATH,90.2,official,1.0,62.214997319044706,27.985002680955297,64.35382035692646,25.84617964307354,74.52135563702683,15.678644362973174,79.4944240839484,10.7055759160516,79.4944240839484,10.7055759160516,10.7055759160516,114.60935569434406,underpredicted,na,unknown,unknown,2.9500000000000455,"DeepSeek-V3 tech report arxiv:2412.19437, Table 5 (chat)"
DeepSeek-V3,DeepSeek,MMLU,88.5,official,1.0,86.55282050174372,1.9471794982562756,87.64056678734993,0.8594332126500746,88.548014305931,0.0480143059310052,90.99135324266298,2.4913532426629814,90.99135324266298,-2.4913532426629814,2.4913532426629814,6.206840979727352,overpredicted,na,unknown,unknown,2.9500000000000455,"DeepSeek-V3 tech report arxiv:2412.19437, Table 5 (chat)"
DeepSeek-V3,DeepSeek,MMLU_Pro,75.9,official,1.0,70.49543380412351,5.404566195876498,72.35899034589805,3.5410096541019556,74.24587878355233,1.6541212164476775,78.98753506002318,3.0875350600231712,78.98753506002318,-3.0875350600231712,3.0875350600231712,9.532872746872288,overpredicted,na,unknown,unknown,2.9500000000000455,"DeepSeek-V3 tech report arxiv:2412.19437, Table 5 (chat)"
DeepSeek-V3-Base,DeepSeek,ARC_C,95.3,official,1.0,86.68948590645918,8.610514093540814,87.84043069963384,7.459569300366155,87.55746233129886,7.742537668701132,85.89035746060445,9.409642539395549,85.89035746060445,9.409642539395549,9.409642539395549,88.5413727192023,underpredicted,na,unknown,unknown,2.9500000000000455,"DeepSeek-V3 tech report arxiv:2412.19437, Tables 2-3 (base model)"
DeepSeek-V3-Base,DeepSeek,BBH,87.5,official,1.0,85.14201588762569,2.357984112374311,85.63410059396445,1.8658994060355525,87.02913215902686,0.47086784097314194,84.25212351448639,3.247876485513615,84.25212351448639,3.247876485513615,3.247876485513615,10.54870166515227,underpredicted,na,unknown,unknown,2.9500000000000455,"DeepSeek-V3 tech report arxiv:2412.19437, Tables 2-3 (base model)"
DeepSeek-V3-Base,DeepSeek,GSM8K,89.3,official,1.0,89.04284040000283,0.2571595999971663,89.82708728310045,0.5270872831004567,91.52519943038783,2.225199430387832,90.26699129254035,0.9669912925403565,90.26699129254035,-0.9669912925403565,0.9669912925403565,0.9350721598488694,overpredicted,na,unknown,unknown,2.9500000000000455,"DeepSeek-V3 tech report arxiv:2412.19437, Tables 2-3 (base model)"
DeepSeek-V3-Base,DeepSeek,HumanEval,65.2,official,1.0,75.25835606073197,10.058356060731967,77.0356649829805,11.835664982980504,82.73097263153554,17.530972631535533,80.85283687003336,15.652836870033354,80.85283687003336,-15.652836870033354,15.652836870033354,245.01130207987558,overpredicted,na,unknown,unknown,2.9500000000000455,"DeepSeek-V3 tech report arxiv:2412.19437, Tables 2-3 (base model)"
DeepSeek-V3-Base,DeepSeek,MATH,61.6,official,1.0,62.214997319044706,0.6149973190447042,64.35382035692646,2.753820356926461,71.84806701582939,10.248067015829385,69.12963230157553,7.529632301575525,69.12963230157553,-7.529632301575525,7.529632301575525,56.695362596929535,overpredicted,na,unknown,unknown,2.9500000000000455,"DeepSeek-V3 tech report arxiv:2412.19437, Tables 2-3 (base model)"
DeepSeek-V3-Base,DeepSeek,MBPP,75.4,official,1.0,75.09684316262239,0.3031568373776139,76.8235765781986,1.4235765781985918,83.17803979109938,7.778039791099374,81.27522611080416,5.8752261108041495,81.27522611080416,-5.8752261108041495,5.8752261108041495,34.51828185307485,overpredicted,na,unknown,unknown,2.9500000000000455,"DeepSeek-V3 tech report arxiv:2412.19437, Tables 2-3 (base model)"
DeepSeek-V3-Base,DeepSeek,MMLU,87.1,official,1.0,86.55282050174372,0.5471794982562699,87.64056678734993,0.5405667873499311,87.09151234565691,0.008487654343085183,85.36819845763843,1.7318015423615662,85.36819845763843,1.7318015423615662,1.7318015423615662,2.9991365821259,underpredicted,na,unknown,unknown,2.9500000000000455,"DeepSeek-V3 tech report arxiv:2412.19437, Tables 2-3 (base model)"
DeepSeek-V3-Base,DeepSeek,MMLU_Pro,64.4,official,1.0,70.49543380412351,6.095433804123502,72.35899034589805,7.958990345898044,71.55471914096924,7.154719140969235,68.46815826408724,4.068158264087231,68.46815826408724,-4.068158264087231,4.068158264087231,16.54991166166123,overpredicted,na,unknown,unknown,2.9500000000000455,"DeepSeek-V3 tech report arxiv:2412.19437, Tables 2-3 (base model)"
GPT-4o,GPT4,AIME_2024,9.3,cross_report,0.85,85.67947302032364,76.37947302032364,85.2708856475792,75.97088564757921,60.89273110401012,51.59273110401011,76.39889543197555,67.09889543197555,76.39889543197555,-67.09889543197555,67.09889543197555,4502.261768191189,overpredicted,off,unknown,none,2.400000000000091,DeepSeek-V3 tech report arxiv:2412.19437 Table 5 (cross-report)
GPT-4o,GPT4,ARC_C,96.7,simple_evals,0.85,96.08964069093935,0.6103593090606552,95.99098927628937,0.7090107237106338,87.63344454636432,9.066555453635686,93.47653308892949,3.223466911070517,93.47653308892949,3.223466911070517,3.223466911070517,10.3907389267665,underpredicted,na,unknown,unknown,2.400000000000091,OpenAI simple-evals May 2024; multimodal variant of GPT-4
GPT-4o,GPT4,GPQA_Diamond,49.9,cross_report,0.85,85.09106894491867,35.191068944918676,85.17412518417358,35.27412518417358,57.79659881439435,7.896598814394352,74.34070556875493,24.44070556875493,74.34070556875493,-24.44070556875493,24.44070556875493,597.3480886985682,overpredicted,off,unknown,none,2.400000000000091,DeepSeek-V3 tech report arxiv:2412.19437 Table 5 (cross-report)
GPT-4o,GPT4,HumanEval,80.5,cross_report,0.85,91.89600672377765,11.396006723777646,91.67524366960565,11.17524366960565,81.78603485778997,1.2860348577899714,90.38718312842843,9.887183128428433,90.38718312842843,-9.887183128428433,9.887183128428433,97.75639021507985,overpredicted,off,unknown,none,2.400000000000091,DeepSeek-V3 tech report arxiv:2412.19437 Table 5 (cross-report)
GPT-4o,GPT4,IFEval,84.3,cross_report,0.85,95.78468466643209,11.484684666432088,95.22659669567186,10.926596695671861,81.92495814860432,2.375041851395679,89.51517278294877,5.21517278294877,89.51517278294877,-5.21517278294877,5.21517278294877,27.198027156009616,overpredicted,off,unknown,none,2.400000000000091,DeepSeek-V3 tech report arxiv:2412.19437 Table 5 (cross-report)
GPT-4o,GPT4,LiveCodeBench,33.4,cross_report,0.85,60.19395526096993,26.79395526096993,61.724249256495625,28.324249256495627,28.85522054079568,4.544779459204317,48.66678141957358,15.266781419573583,48.66678141957358,-15.266781419573583,15.266781419573583,233.07461491303718,overpredicted,off,unknown,none,2.400000000000091,DeepSeek-V3 tech report arxiv:2412.19437 Table 5 (cross-report)
GPT-4o,GPT4,MATH,76.6,cross_report,0.85,85.99103212784698,9.391032127846984,85.56285426528008,8.962854265280086,70.5198297699349,6.080170230065093,83.29549179335316,6.69549179335317,83.29549179335316,-6.69549179335317,6.69549179335317,44.82961035485965,overpredicted,off,unknown,none,2.400000000000091,DeepSeek-V3 tech report arxiv:2412.19437 Table 5 (cross-report)
GPT-4o,GPT4,MBPP,87.0,simple_evals,0.85,91.9209735227981,4.920973522798107,91.65738201019437,4.657382010194368,83.27565731200004,3.7243426879999646,91.08522105857928,4.085221058579279,91.08522105857928,-4.085221058579279,4.085221058579279,16.689031097459605,overpredicted,na,unknown,unknown,2.400000000000091,OpenAI simple-evals May 2024; multimodal variant of GPT-4
GPT-4o,GPT4,MMLU,87.2,cross_report,0.85,95.99920569039838,8.79920569039838,95.88107675335006,8.681076753350055,86.3457975700995,0.8542024299004964,92.85287033954388,5.652870339543881,92.85287033954388,-5.652870339543881,5.652870339543881,31.954943075694953,overpredicted,off,unknown,none,2.400000000000091,DeepSeek-V3 tech report arxiv:2412.19437 Table 5 (cross-report)
GPT-4o,GPT4,MMLU_Pro,72.6,cross_report,0.85,89.90637134608951,17.30637134608952,89.57651414360777,16.976514143607773,70.21837842358453,2.381621576415469,82.86230713215784,10.262307132157844,82.86230713215784,-10.262307132157844,10.262307132157844,105.31494767473775,overpredicted,off,unknown,none,2.400000000000091,DeepSeek-V3 tech report arxiv:2412.19437 Table 5 (cross-report)
Gemini-2.5-Flash,Gemini,GPQA_Diamond,82.8,official,1.0,76.16991600059194,6.630083999408058,77.67429440656286,5.125705593437132,74.90845169820092,7.891548301799077,76.03807768852951,6.761922311470485,76.03807768852951,6.761922311470485,6.761922311470485,45.72359334636235,underpredicted,dynamic,no,unknown,3.4500000000000455,"Google Gemini 2.5 report, Tables 3-4, https://storage.googleapis.com/deepmind-media/gemini/gemini_v2_5_report.pdf"
Gemini-2.5-Flash,Gemini,LiveCodeBench,59.3,official,1.0,63.16014685113722,3.8601468511372232,65.939311614335,6.639311614335,67.58862338874808,8.288623388748078,70.27632601972289,10.97632601972289,70.27632601972289,-10.97632601972289,10.97632601972289,120.47973289124575,overpredicted,dynamic,no,unknown,3.4500000000000455,"Google Gemini 2.5 report, Tables 3-4, https://storage.googleapis.com/deepmind-media/gemini/gemini_v2_5_report.pdf"
Gemini-2.5-Pro,Gemini,GPQA_Diamond,86.4,official,1.0,77.80876704086296,8.591232959137045,73.21737201586157,13.182627984138435,81.99892601700907,4.401073982990937,65.21464817928823,21.185351820711773,65.21464817928823,21.185351820711773,21.185351820711773,448.81913176733565,underpredicted,on,no,standard,3.3299999999999272,"Google Gemini 2.5 report, Tables 3-4, https://storage.googleapis.com/deepmind-media/gemini/gemini_v2_5_report.pdf"
Gemini-2.5-Pro,Gemini,LiveCodeBench,74.2,official,1.0,65.28594973077585,8.914050269224148,60.33598934808176,13.864010651918242,76.08725615895864,1.8872561589586354,58.27835392916099,15.92164607083901,58.27835392916099,15.92164607083901,15.92164607083901,253.4988136050633,underpredicted,on,no,standard,3.3299999999999272,"Google Gemini 2.5 report, Tables 3-4, https://storage.googleapis.com/deepmind-media/gemini/gemini_v2_5_report.pdf"
Gemini-3-Pro,Gemini,GPQA_Diamond,91.9,official,1.0,78.17642304361773,13.723576956382274,78.46393622760348,13.436063772396523,83.59773538174788,8.302264618252124,73.62524002479145,18.274759975208553,73.62524002479145,18.274759975208553,18.274759975208553,333.96685215148455,underpredicted,on,no,high,3.880000000000109,"Google DeepMind Gemini 3.1 Pro model card, Evaluation table, https://deepmind.google/models/model-cards/gemini-3-1-pro/"
Gemini-3.1-Pro,Gemini,GPQA_Diamond,94.3,official,1.0,79.38767399062826,14.91232600937174,79.38117928846782,14.918820711532177,86.06820078338014,8.231799216619862,76.41468181872942,17.885318181270577,76.41468181872942,17.885318181270577,17.885318181270577,319.8846064452879,underpredicted,on,no,high,4.1400000000001,"Google DeepMind Gemini 3.1 Pro model card, Evaluation table, https://deepmind.google/models/model-cards/gemini-3-1-pro/"
Gemma-3-12B-Base,Gemma,ARC_C,74.0,official,1.0,88.36244539992067,14.362445399920674,88.11846618091678,14.118466180916784,89.51667804097173,15.516678040971726,82.41713244271726,8.41713244271726,82.41713244271726,-8.41713244271726,8.41713244271726,70.84811855824344,overpredicted,na,unknown,unknown,3.25,"Gemma 3 tech report arxiv:2503.19786 Tables 10+19 (base, pre-trained)"
Gemma-3-12B-Base,Gemma,GPQA_Diamond,25.4,official,1.0,57.08585556061815,31.68585556061815,55.55005372435393,30.15005372435393,54.50749559901288,29.10749559901288,39.4846731676572,14.0846731676572,39.4846731676572,-14.0846731676572,14.0846731676572,198.3780182397227,overpredicted,na,unknown,unknown,3.25,"Gemma 3 tech report arxiv:2503.19786 Tables 10+19 (base, pre-trained)"
Gemma-3-12B-Base,Gemma,GSM8K,71.0,official,1.0,84.79919912870952,13.799199128709517,85.12296218754688,14.122962187546875,90.08362487343636,19.083624873436364,83.19427519266421,12.194275192664207,83.19427519266421,-12.194275192664207,12.194275192664207,148.70034747442568,overpredicted,na,unknown,unknown,3.25,"Gemma 3 tech report arxiv:2503.19786 Tables 10+19 (base, pre-trained)"
Gemma-3-12B-Base,Gemma,HumanEval,45.7,official,1.0,67.20667577241825,21.506675772418248,69.36413088985582,23.664130889855812,79.74034817164942,34.04034817164941,68.40457787729119,22.704577877291186,68.40457787729119,-22.704577877291186,22.704577877291186,515.4978565859803,overpredicted,na,unknown,unknown,3.25,"Gemma 3 tech report arxiv:2503.19786 Tables 10+19 (base, pre-trained)"
Gemma-3-12B-Base,Gemma,MATH,43.3,official,1.0,52.93090790561011,9.630907905610115,55.42784048004292,12.12784048004292,67.37088052040146,24.07088052040146,53.120462954123475,9.820462954123478,53.120462954123475,-9.820462954123478,9.820462954123478,96.44149263331163,overpredicted,na,unknown,unknown,3.25,"Gemma 3 tech report arxiv:2503.19786 Tables 10+19 (base, pre-trained)"
Gemma-3-12B-Base,Gemma,MBPP,60.4,official,1.0,61.10286911373604,0.7028691137360426,63.735329426110226,3.3353294261102278,77.2484644654906,16.8484644654906,65.47457826516857,5.074578265168576,65.47457826516857,-5.074578265168576,5.074578265168576,25.75134456932131,overpredicted,na,unknown,unknown,3.25,"Gemma 3 tech report arxiv:2503.19786 Tables 10+19 (base, pre-trained)"
Gemma-3-12B-Base,Gemma,MMLU,74.5,official,1.0,85.08575435979326,10.585754359793256,84.60355750643777,10.103557506437767,86.33913761674224,11.839137616742235,77.50005576884458,3.0000557688445753,77.50005576884458,-3.0000557688445753,3.0000557688445753,9.000334616177616,overpredicted,na,unknown,unknown,3.25,"Gemma 3 tech report arxiv:2503.19786 Tables 10+19 (base, pre-trained)"
Gemma-3-12B-Base,Gemma,MMLU_Pro,45.3,official,1.0,67.54730925075525,22.24730925075525,65.27194736716702,19.97194736716702,66.24904894811117,20.94904894811117,51.25126127326994,5.951261273269942,51.25126127326994,-5.951261273269942,5.951261273269942,35.41751074272258,overpredicted,na,unknown,unknown,3.25,"Gemma 3 tech report arxiv:2503.19786 Tables 10+19 (base, pre-trained)"
Gemma-3-27B-Base,Gemma,ARC_C,78.3,official,1.0,90.15917512723006,11.85917512723006,89.21525452434354,10.915254524343538,92.21753010573681,13.917530105736816,85.29264989365949,6.99264989365949,85.29264989365949,-6.99264989365949,6.99264989365949,48.89715253529607,overpredicted,na,unknown,unknown,3.25,"Gemma 3 tech report arxiv:2503.19786 Tables 10+19 (base, pre-trained)"
Gemma-3-27B-Base,Gemma,GPQA_Diamond,24.3,official,1.0,61.61367009893204,37.313670098932036,58.2280804875417,33.928080487541706,62.443784084136006,38.143784084136,44.66756785524386,20.36756785524386,44.66756785524386,-20.36756785524386,20.36756785524386,414.8378203379629,overpredicted,na,unknown,unknown,3.25,"Gemma 3 tech report arxiv:2503.19786 Tables 10+19 (base, pre-trained)"
